ReviewID,Product,Category,Source,Country,Rating,Sentiment,Review,WordCount,CharCount,Topic
R09544,Face Moisturizer,Beauty,Website,United States,3,Neutral,"Overall, face moisturizer. face moisturizer has been part of my routine for a while. support eventually answered my question. That is the part I noticed most during everyday use.",29,178,support
R00310,Cloud Storage,Software,Email Survey,United States,5,Positive,I was pleasantly surprised by cloud storage. I bought the cloud storage for regular use. it offers good value at the current price. The result may depend on how heavily you use it.,33,180,value
R10417,Rice Cooker,Appliances,Marketplace,South Africa,2,Negative,I am not satisfied with rice cooker. I chose the rice cooker after comparing a few options. the delivery process was frustrating. I compared the experience with a couple of similar products.,32,190,delivery
R05757,Cleansing Brush,Beauty,Website,United Kingdom,3,Neutral,"I have mixed feelings about cleansing brush. I have been testing the cleansing brush in normal day-to-day use. the speed is fine for my normal use. For occasional use it may be different, but this was my experience.",38,215,performance
R09186,Hair Dryer,Beauty,Website,South Africa,1,Negative,I expected more from hair dryer. I chose the hair dryer after comparing a few options. cheaper alternatives appear to offer more. That is the part I noticed most during everyday use.,32,182,value
R04355,Vacuum Cleaner,Home,Marketplace,Ghana,4,Neutral,There are good and bad points with vacuum cleaner. The vacuum cleaner was purchased for a specific need. payment was successful without being especially convenient. I compared the experience with a couple of similar products.,35,225,billing
R07477,Mini Fridge,Appliances,Marketplace,United States,2,Negative,"I've had problems with mini fridge. The mini fridge was purchased for a specific need. the package was delayed beyond the promised window. For occasional use it may be different, but this was my experience.",35,206,delivery
R05274,Wireless Headphones,Electronics,Email Survey,Canada,2,Negative,The main issue with wireless headphones. I chose the wireless headphones after comparing a few options. I had trouble understanding the invoice. I am basing this on my experience over the last few weeks.,34,203,billing
R07394,Keyboard,Accessories,Email Survey,Ghana,3,Neutral,I am still deciding about keyboard. I bought the keyboard for regular use. the interface is usable once you get familiar with it. The result may depend on how heavily you use it.,33,178,usability
R10728,Bluetooth Speaker,Electronics,Website,Canada,4,Neutral,I am still deciding about bluetooth speaker. The bluetooth speaker was purchased for a specific need. the speed is fine for my normal use. I would describe the overall experience this way after trying it for a while.,38,216,performance
R02584,Smart Watch,Electronics,Marketplace,United Kingdom,3,Neutral,There are good and bad points with smart watch. smart watch has been part of my routine for a while. delivery was within the stated window. There were a few details that influenced my overall impression.,36,203,delivery
R11104,Electric Kettle,Appliances,Marketplace,United Kingdom,4,Positive,The product has worked well for me; electric kettle. The electric kettle was purchased for a specific need. the product delivered what I needed. I compared the experience with a couple of similar products.,34,205,expectations
R02771,Electric Shaver,Beauty,Website,United States,5,Positive,The product has worked well for me; electric shaver. electric shaver has been part of my routine for a while. setup took only a short time. That is the part I noticed most during everyday use.,36,192,setup
R09535,Coffee Maker,Home,Website,United Kingdom,5,Positive,I am satisfied with coffee maker. coffee maker has been part of my routine for a while. the experience was close to what I expected. That is the part I noticed most during everyday use.,35,185,expectations
R08170,USB Cable,Accessories,Email Survey,South Africa,5,Positive,"After several weeks, usb cable. The usb cable was purchased for a specific need. I learned the main features quickly. That is the part I noticed most during everyday use.",30,170,usability
R08529,Bluetooth Speaker,Electronics,Email Survey,Ghana,2,Negative,The main issue with bluetooth speaker. The bluetooth speaker was purchased for a specific need. I had trouble understanding the invoice. That is the part I noticed most during everyday use.,31,189,billing
R03210,Hair Dryer,Beauty,Website,Kenya,3,Neutral,"I have mixed feelings about hair dryer. I have been testing the hair dryer in normal day-to-day use. the charge was correct, but the invoice could be clearer. For occasional use it may be different, but this was my experience.",40,226,billing
R06760,Desk Lamp,Home,Marketplace,South Africa,5,Positive,"After several weeks, desk lamp. desk lamp has been part of my routine for a while. the product delivered what I needed. The result may depend on how heavily you use it.",32,168,expectations
R03906,Coffee Maker,Home,Website,Ghana,2,Neutral,There are good and bad points with coffee maker. coffee maker has been part of my routine for a while. the package arrived without major issues. I would describe the overall experience this way after trying it for a while.,40,222,delivery
R06226,Electric Shaver,Beauty,Website,United Kingdom,2,Neutral,"Overall, electric shaver. I chose the electric shaver after comparing a few options. the speed is fine for my normal use. For occasional use it may be different, but this was my experience.",33,189,performance
R05641,Vacuum Cleaner,Home,Email Survey,Nigeria,4,Neutral,"I have mixed feelings about vacuum cleaner. The vacuum cleaner was purchased for a specific need. the build is acceptable, although nothing stands out. That is the part I noticed most during everyday use.",34,204,quality
R11091,Laptop Stand,Accessories,Mobile App,United States,1,Negative,I expected more from laptop stand. I bought the laptop stand for regular use. the materials already show signs of wear. The result may depend on how heavily you use it.,31,168,quality
R02380,Phone Case,Accessories,Email Survey,Kenya,2,Negative,I have had problems with phone case. I chose the phone case after comparing a few options. important features are missing. I compared the experience with a couple of similar products.,31,183,features
R08374,Air Fryer,Home,Website,Kenya,2,Negative,I expected more from air fryer. The air fryer was purchased for a specific need. the order arrived late. I am basing this on my experience over the last few weeks.,31,163,delivery
R11273,Vacuum Cleaner,Home,Marketplace,Ghana,4,Neutral,"Overall, vacuum cleaner. The vacuum cleaner was purchased for a specific need. some options are helpful while others feel unnecessary. There were a few details that influenced my overall impression.",30,198,features
R04170,Electric Kettle,Appliances,Website,Nigeria,4,Positive,"My experience with electric kettle. The electric kettle was purchased for a specific need. the main features are useful. For occasional use it may be different, but this was my experience.",31,188,features
R08100,Photo Editor,Software,Marketplace,Nigeria,2,Neutral,I have mixed feelings about photo editor. I chose the photo editor after comparing a few options. some parts matched the description better than others. There were a few details that influenced my overall impression.,35,216,expectations
R03429,Project Planner,Software,Email Survey,India,1,Negative,I am not satisfied with project planner. I chose the project planner after comparing a few options. the response becomes slow at inconvenient times. I am basing this on my experience over the last few weeks.,36,207,performance
R04422,Standing Fan,Appliances,Email Survey,Kenya,2,Negative,I expected more from standing fan. I've been testing the standing fan in normal day-to-day use. the controls are harder to use than they should be. I am basing this on my experience over the last few weeks.,38,206,usability
R01102,Coffee Maker,Home,Email Survey,Nigeria,2,Negative,I am not satisfied with coffee maker. I have been testing the coffee maker in normal day-to-day use. it has not been reliable for my usual workload. I compared the experience with a couple of similar products.,37,209,performance
R06030,Rice Cooker,Appliances,Website,Kenya,5,Positive,I am satisfied with rice cooker. rice cooker has been part of my routine for a while. the package arrived in good condition. The result may depend on how heavily you use it.,33,173,delivery
R09706,Photo Editor,Software,Website,Kenya,5,Positive,My experience with photo editor. The photo editor was purchased for a specific need. the build feels solid. I have used it several times before writing this review.,28,164,quality
R11440,Rice Cooker,Appliances,Mobile App,India,2,Negative,I have had problems with rice cooker. I have been testing the rice cooker in normal day-to-day use. setup was unnecessarily difficult. I compared the experience with a couple of similar products.,32,195,setup
R03251,Team Chat,Software,Website,Nigeria,3,Neutral,There are good and bad points with team chat. I've been testing the team chat in normal day-to-day use. support eventually answered my question. I am basing this on my experience over the last few weeks.,36,203,support
R08049,Electric Kettle,Appliances,Website,United States,1,Negative,The main issue with electric kettle. The electric kettle was purchased for a specific need. the order arrived late. The result may depend on how heavily you use it.,29,164,delivery
R04141,Face Moisturizer,Beauty,Marketplace,Nigeria,5,Positive,The product has worked well for me; face moisturizer. I chose the face moisturizer after comparing a few options. it handles my usual workload well. I compared the experience with a couple of similar products.,35,209,performance
R03558,Electric Kettle,Appliances,Mobile App,Ghana,2,Neutral,I am still deciding about electric kettle. I chose the electric kettle after comparing a few options. the value depends on which features you actually use. I am basing this on my experience over the last few weeks.,38,214,value
R12000,Wireless Headphones,Electronics,Mobile App,South Africa,5,Positive,I would gladly use wireless headphones. The wireless headphones was purchased for a specific need. it offers good value at the current price. I have used it several times before writing this review.,33,198,value
R00119,Tablet,Electronics,Email Survey,Nigeria,3,Negative,"Unfortunately, tablet. tablet has been part of my routine for a while. some advertised options are difficult to use. The result may depend on how heavily you use it.",29,165,features
R02023,Cloud Storage,Software,Website,Kenya,2,Negative,I am not satisfied with cloud storage. I chose the cloud storage after comparing a few options. basic tasks require too many steps. There were a few details that influenced my overall impression.,33,195,usability
R04599,Body Lotion,Beauty,Marketplace,United States,4,Positive,"After several weeks, body lotion. The body lotion was purchased for a specific need. the build feels solid. That is the part I noticed most during everyday use.",28,160,quality
R04696,Desk Lamp,Home,Website,Kenya,2,Negative,The main issue with desk lamp. I chose the desk lamp after comparing a few options. it did not match the description well. I am basing this on my experience over the last few weeks.,35,181,expectations
R11953,Travel Adapter,Accessories,Marketplace,United Kingdom,5,Positive,I would gladly use travel adapter. I bought the travel adapter for regular use. the main features are useful. That is the part I noticed most during everyday use.,29,162,features
R10393,Cleansing Brush,Beauty,Mobile App,United Kingdom,3,Neutral,I have mixed feelings about cleansing brush. cleansing brush has been part of my routine for a while. setup was manageable with some trial and error. I compared the experience with a couple of similar products.,36,210,setup
R05515,Smart Watch,Electronics,Marketplace,Nigeria,5,Positive,I was pleasantly surprised by smart watch. I chose the smart watch after comparing a few options. the package arrived in good condition. I compared the experience with a couple of similar products.,33,197,delivery
R08623,Tablet,Electronics,Email Survey,Nigeria,3,Neutral,I am still deciding about tablet. The tablet was purchased for a specific need. the speed is fine for my normal use. I am basing this on my experience over the last few weeks.,34,175,performance
R04823,Desk Lamp,Home,Website,Nigeria,4,Positive,My experience with desk lamp. I chose the desk lamp after comparing a few options. it matched what was described. The result may depend on how heavily you use it.,30,162,expectations
R05246,Laptop Stand,Accessories,Email Survey,Nigeria,2,Neutral,"There are good and bad points with laptop stand. I've been testing the laptop stand in normal day-to-day use. the experience was about what I expected. For occasional use it may be different, but this was my experience.",38,219,expectations
R04274,Desk Lamp,Home,Email Survey,India,3,Neutral,"So far, desk lamp. desk lamp has been part of my routine for a while. I received an answer, although it took some follow-up. I am basing this on my experience over the last few weeks.",36,183,support
R06075,Air Fryer,Home,Email Survey,Nigeria,4,Positive,The product has worked well for me; air fryer. I have been testing the air fryer in normal day-to-day use. the agent explained the issue clearly. I would describe the overall experience this way after trying it for a while.,40,223,support
R00088,Tablet,Electronics,Mobile App,United States,3,Neutral,My experience with tablet. The tablet was purchased for a specific need. it takes a little practice to find everything. There were a few details that influenced my overall impression.,30,183,usability
R08426,Standing Fan,Appliances,Email Survey,United States,5,Positive,My experience with standing fan. I have been testing the standing fan in normal day-to-day use. the package arrived in good condition. I am basing this on my experience over the last few weeks.,34,193,delivery
R03383,Rice Cooker,Appliances,Mobile App,United Kingdom,5,Positive,I would gladly use rice cooker. rice cooker has been part of my routine for a while. support responded quickly. There were a few details that influenced my overall impression.,30,175,support
R09002,USB Cable,Accessories,Marketplace,Nigeria,2,Neutral,It is an average experience with usb cable. The usb cable was purchased for a specific need. it is neither especially cheap nor expensive. I have used it several times before writing this review.,34,195,value
R00404,Laptop Stand,Accessories,Marketplace,South Africa,3,Negative,I am not satisfied with laptop stand. The laptop stand was purchased for a specific need. the interface is confusing. I compared the experience with a couple of similar products.,30,178,usability
R03351,Keyboard,Accessories,Marketplace,Ghana,5,Positive,This has been a good purchase; keyboard. I have been testing the keyboard in normal day-to-day use. the instructions were clear enough. I have used it several times before writing this review.,32,192,setup
R10022,Smart Watch,Electronics,Website,United Kingdom,5,Positive,I was pleasantly surprised by smart watch. I've been testing the smart watch in normal day-to-day use. the experience was close to what I expected. I compared the experience with a couple of similar products.,35,208,expectations
R06437,USB Cable,Accessories,Mobile App,United States,3,Neutral,"I've mixed feelings about usb cable. I chose the usb cable after comparing a few options. billing worked, although the details took some checking. I am basing this on my experience over the last few weeks.",36,205,billing
R09159,Keyboard,Accessories,Website,South Africa,2,Negative,I regret choosing keyboard. The keyboard was purchased for a specific need. the response did not resolve my problem. That is the part I noticed most during everyday use.,29,169,support
R02242,Team Chat,Software,Mobile App,United States,5,Positive,I had a smooth experience with team chat. team chat has been part of my routine for a while. the instructions were clear enough. The result may depend on how heavily you use it.,34,177,setup
R08975,Body Lotion,Beauty,Mobile App,South Africa,4,Neutral,It is an average experience with body lotion. The body lotion was purchased for a specific need. the interface is usable once you get familiar with it. I have used it several times before writing this review.,37,208,usability
R09181,Accounting App,Software,Website,Canada,4,Neutral,"It is an average experience with accounting app. accounting app has been part of my routine for a while. the charge was correct, but the invoice could be clearer. For occasional use it may be different, but this was my experience.",41,230,billing
R01028,Laptop Stand,Accessories,Marketplace,Canada,2,Negative,The main issue with laptop stand. I bought the laptop stand for regular use. the delivery process was frustrating. I have used it several times before writing this review.,29,171,delivery
R11643,Photo Editor,Software,Mobile App,Canada,3,Neutral,I've been using photo editor. The photo editor was purchased for a specific need. the materials are okay for the price. I've used it several times before writing this review.,30,174,quality
R05903,Accounting App,Software,Email Survey,Nigeria,5,Positive,I had a smooth experience with accounting app. I bought the accounting app for regular use. getting started was uncomplicated. I compared the experience with a couple of similar products.,30,187,setup
R02437,Cloud Storage,Software,Website,Nigeria,5,Positive,I was pleasantly surprised by cloud storage. I chose the cloud storage after comparing a few options. getting started was uncomplicated. I would describe the overall experience this way after trying it for a while.,35,214,setup
R05690,Blender,Home,Mobile App,United States,4,Neutral,"Overall, blender. I chose the blender after comparing a few options. some parts matched the description better than others. That is the part I noticed most during everyday use.",29,176,expectations
R08038,Microwave Oven,Appliances,Website,India,2,Negative,"I am disappointed with microwave oven. microwave oven has been part of my routine for a while. the materials already show signs of wear. For occasional use it may be different, but this was my experience.",36,204,quality
R01279,Air Fryer,Home,Mobile App,Canada,5,Positive,This has been a good purchase; air fryer. I have been testing the air fryer in normal day-to-day use. the experience was close to what I expected. The result may depend on how heavily you use it.,37,195,expectations
R07106,Desk Lamp,Home,Marketplace,United Kingdom,5,Positive,I would gladly use desk lamp. I chose the desk lamp after comparing a few options. the materials seem durable. I compared the experience with a couple of similar products.,30,171,quality
R07337,Smart Watch,Electronics,Email Survey,United States,5,Positive,I was pleasantly surprised by smart watch. The smart watch was purchased for a specific need. the controls are easy to understand. I am basing this on my experience over the last few weeks.,34,189,usability
R01426,Air Fryer,Home,Email Survey,Kenya,2,Negative,I have had problems with air fryer. I have been testing the air fryer in normal day-to-day use. the instructions left out important steps. That is the part I noticed most during everyday use.,34,191,setup
R06626,Vacuum Cleaner,Home,Mobile App,Kenya,4,Positive,I was pleasantly surprised by vacuum cleaner. I chose the vacuum cleaner after comparing a few options. the price feels reasonable for what I received. I compared the experience with a couple of similar products.,35,212,value
R01503,Smart Watch,Electronics,Mobile App,South Africa,4,Positive,I had a smooth experience with smart watch. The smart watch was purchased for a specific need. I learned the main features quickly. The result may depend on how heavily you use it.,33,180,usability
R11687,Project Planner,Software,Email Survey,Ghana,5,Positive,So far I am happy with project planner. The project planner was purchased for a specific need. setup took only a short time. That is the part I noticed most during everyday use.,33,177,setup
R10272,Cloud Storage,Software,Email Survey,South Africa,4,Neutral,I have mixed feelings about cloud storage. I chose the cloud storage after comparing a few options. the interface is usable once you get familiar with it. I am basing this on my experience over the last few weeks.,39,213,usability
R09833,Hair Dryer,Beauty,Website,Nigeria,5,Positive,I am satisfied with hair dryer. hair dryer has been part of my routine for a while. getting started was uncomplicated. I compared the experience with a couple of similar products.,31,179,setup
R10291,Bluetooth Speaker,Electronics,Mobile App,United Kingdom,3,Neutral,"I am still deciding about bluetooth speaker. I chose the bluetooth speaker after comparing a few options. the charge was correct, but the invoice could be clearer. I am basing this on my experience over the last few weeks.",39,222,billing
R00679,Body Lotion,Beauty,Website,United States,2,Negative,I am disappointed with body lotion. I bought the body lotion for regular use. the response did not resolve my problem. I have used it several times before writing this review.,31,175,support
R08360,Coffee Maker,Home,Mobile App,United Kingdom,4,Positive,The product has worked well for me; coffee maker. I've been testing the coffee maker in normal day-to-day use. the interface feels intuitive. There were a few details that influenced my overall impression.,33,205,usability
R08627,Cloud Storage,Software,Marketplace,India,5,Positive,"So far I am happy with cloud storage. The cloud storage was purchased for a specific need. the payment process was simple. For occasional use it may be different, but this was my experience.",34,190,billing
R06782,Face Moisturizer,Beauty,Email Survey,Nigeria,3,Neutral,It is an average experience with face moisturizer. The face moisturizer was purchased for a specific need. it takes a little practice to find everything. I compared the experience with a couple of similar products.,35,214,usability
R05685,Hair Dryer,Beauty,Mobile App,Kenya,5,Positive,I had a smooth experience with hair dryer. I chose the hair dryer after comparing a few options. the experience was close to what I expected. The result may depend on how heavily you use it.,36,190,expectations
R01071,Blender,Home,Marketplace,India,5,Positive,This has been a good purchase; blender. The blender was purchased for a specific need. the experience was close to what I expected. I would describe the overall experience this way after trying it for a while.,37,209,expectations
R07953,Electric Shaver,Beauty,Marketplace,South Africa,3,Neutral,It is an average experience with electric shaver. I bought the electric shaver for regular use. the value depends on which features you actually use. I am basing this on my experience over the last few weeks.,37,208,value
R02481,Hair Dryer,Beauty,Email Survey,Nigeria,5,Positive,I was pleasantly surprised by hair dryer. The hair dryer was purchased for a specific need. the product delivered what I needed. I have used it several times before writing this review.,32,185,expectations
R09972,Rice Cooker,Appliances,Marketplace,Ghana,3,Negative,I regret choosing rice cooker. I have been testing the rice cooker in normal day-to-day use. I had to repeat the same issue several times. I would describe the overall experience this way after trying it for a while.,39,216,support
R03393,Photo Editor,Software,Mobile App,Kenya,3,Negative,My experience with photo editor. photo editor has been part of my routine for a while. the order arrived late. I've used it several times before writing this review.,29,165,delivery
R01100,Laptop Stand,Accessories,Mobile App,Kenya,5,Positive,I had a smooth experience with laptop stand. I chose the laptop stand after comparing a few options. the experience was close to what I expected. I am basing this on my experience over the last few weeks.,38,204,expectations
R06479,Cleansing Brush,Beauty,Marketplace,United States,3,Neutral,"Overall, cleansing brush. cleansing brush has been part of my routine for a while. the response was adequate but slow. I am basing this on my experience over the last few weeks.",32,177,support
R07534,Face Moisturizer,Beauty,Website,India,3,Neutral,I am still deciding about face moisturizer. I chose the face moisturizer after comparing a few options. it is neither especially cheap nor expensive. I would describe the overall experience this way after trying it for a while.,38,227,value
R00419,Body Lotion,Beauty,Email Survey,Kenya,2,Negative,I am not satisfied with body lotion. body lotion has been part of my routine for a while. the build feels flimsy. I compared the experience with a couple of similar products.,32,174,quality
R07002,Laptop Stand,Accessories,Mobile App,Canada,5,Positive,I had a smooth experience with laptop stand. I chose the laptop stand after comparing a few options. the response time has been consistent. I would describe the overall experience this way after trying it for a while.,38,217,performance
R11416,Team Chat,Software,Email Survey,South Africa,5,Positive,I was pleasantly surprised by team chat. team chat has been part of my routine for a while. it offers good value at the current price. I compared the experience with a couple of similar products.,36,195,value
R01948,Cloud Storage,Software,Marketplace,United Kingdom,4,Positive,"I had a smooth experience with cloud storage. I bought the cloud storage for regular use. my question was handled without much back and forth. For occasional use it may be different, but this was my experience.",37,210,support
R03337,Travel Adapter,Accessories,Mobile App,Ghana,3,Negative,I have had problems with travel adapter. I bought the travel adapter for regular use. the interface is confusing. I have used it several times before writing this review.,29,170,usability
R02300,Mini Fridge,Appliances,Mobile App,Kenya,4,Positive,So far I am happy with mini fridge. mini fridge has been part of my routine for a while. the response time has been consistent. I compared the experience with a couple of similar products.,35,188,performance
R06554,Rice Cooker,Appliances,Email Survey,United Kingdom,4,Positive,"After several weeks, rice cooker. rice cooker has been part of my routine for a while. the order arrived earlier than expected. I compared the experience with a couple of similar products.",32,188,delivery
R06557,Mini Fridge,Appliances,Mobile App,United States,4,Positive,This has been a good purchase; mini fridge. I chose the mini fridge after comparing a few options. it handles my usual workload well. I've used it several times before writing this review.,33,188,performance
R00209,Accounting App,Software,Marketplace,Canada,5,Positive,"After several weeks, accounting app. accounting app has been part of my routine for a while. the package arrived in good condition. That is the part I noticed most during everyday use.",32,184,delivery
R08319,Laptop Stand,Accessories,Marketplace,Kenya,1,Negative,"My experience with laptop stand. I've been testing the laptop stand in normal day-to-day use. the build feels flimsy. For occasional use it may be different, but this was my experience.",31,185,quality
R10867,Smart Watch,Electronics,Mobile App,Nigeria,5,Positive,"After several weeks, smart watch. smart watch has been part of my routine for a while. the controls are easy to understand. There were a few details that influenced my overall impression.",32,187,usability
R10403,Accounting App,Software,Marketplace,India,4,Positive,I had a smooth experience with accounting app. The accounting app was purchased for a specific need. I learned the main features quickly. I have used it several times before writing this review.,33,194,usability
R00529,USB Cable,Accessories,Website,Ghana,4,Positive,This has been a good purchase; usb cable. I chose the usb cable after comparing a few options. it has held up better than expected. That is the part I noticed most during everyday use.,35,184,quality
R00780,Keyboard,Accessories,Mobile App,South Africa,3,Neutral,There are good and bad points with keyboard. I have been testing the keyboard in normal day-to-day use. the feature set covers the basics. I have used it several times before writing this review.,34,195,features
R00723,Desk Lamp,Home,Mobile App,United Kingdom,4,Positive,I had a smooth experience with desk lamp. The desk lamp was purchased for a specific need. the features justify the cost for me. I have used it several times before writing this review.,34,185,value
R10540,Standing Fan,Appliances,Website,Kenya,3,Neutral,It is an average experience with standing fan. I bought the standing fan for regular use. the package arrived without major issues. There were a few details that influenced my overall impression.,32,195,delivery
R01861,Cloud Storage,Software,Marketplace,Kenya,2,Negative,I am not satisfied with cloud storage. I chose the cloud storage after comparing a few options. the price feels too high for what it offers. I would describe the overall experience this way after trying it for a while.,40,218,value
R10169,Wireless Headphones,Electronics,Website,India,3,Neutral,My experience with wireless headphones. The wireless headphones was purchased for a specific need. some options are helpful while others feel unnecessary. I compared the experience with a couple of similar products.,32,215,features
R11469,Mini Fridge,Appliances,Marketplace,South Africa,5,Positive,"After several weeks, mini fridge. I bought the mini fridge for regular use. it performs reliably during normal use. For occasional use it may be different, but this was my experience.",31,183,performance
R10158,Keyboard,Accessories,Email Survey,Canada,4,Positive,"I was pleasantly surprised by keyboard. keyboard has been part of my routine for a while. the price feels reasonable for what I received. For occasional use it may be different, but this was my experience.",36,205,value
R10874,Photo Editor,Software,Website,Nigeria,5,Positive,This has been a good purchase; photo editor. The photo editor was purchased for a specific need. it matched what was described. That is the part I noticed most during everyday use.,32,180,expectations
R01993,Mini Fridge,Appliances,Email Survey,Kenya,2,Neutral,My experience with mini fridge. I have been testing the mini fridge in normal day-to-day use. the response was adequate but slow. That is the part I noticed most during everyday use.,32,182,support
R02333,Microwave Oven,Appliances,Marketplace,India,3,Neutral,It is an average experience with microwave oven. I have been testing the microwave oven in normal day-to-day use. some options are helpful while others feel unnecessary. The result may depend on how heavily you use it.,37,218,features
R07539,Project Planner,Software,Marketplace,India,5,Positive,I had a smooth experience with project planner. I chose the project planner after comparing a few options. the instructions were clear enough. I would describe the overall experience this way after trying it for a while.,37,220,setup
R07691,Power Bank,Electronics,Email Survey,Ghana,5,Positive,This has been a good purchase; power bank. The power bank was purchased for a specific need. it matched what was described. I am basing this on my experience over the last few weeks.,34,182,expectations
R05655,Microwave Oven,Appliances,Email Survey,South Africa,4,Positive,The product has worked well for me; microwave oven. I chose the microwave oven after comparing a few options. the available options cover what I need. There were a few details that influenced my overall impression.,36,214,features
R03460,Coffee Maker,Home,Email Survey,United States,2,Neutral,"So far, coffee maker. I have been testing the coffee maker in normal day-to-day use. the response was adequate but slow. I am basing this on my experience over the last few weeks.",33,179,support
R05497,Cleansing Brush,Beauty,Marketplace,South Africa,2,Neutral,There are good and bad points with cleansing brush. I bought the cleansing brush for regular use. it works well enough most of the time. That is the part I noticed most during everyday use.,35,189,performance
R05382,Vacuum Cleaner,Home,Marketplace,Ghana,2,Neutral,I have mixed feelings about vacuum cleaner. I bought the vacuum cleaner for regular use. the delivery experience was fairly ordinary. I compared the experience with a couple of similar products.,31,194,delivery
R06718,Electric Shaver,Beauty,Marketplace,Ghana,3,Neutral,It is an average experience with electric shaver. electric shaver has been part of my routine for a while. the materials are okay for the price. I am basing this on my experience over the last few weeks.,38,203,quality
R09072,Cleansing Brush,Beauty,Mobile App,United States,2,Negative,I've had problems with cleansing brush. The cleansing brush was purchased for a specific need. the response did not resolve my problem. I would describe the overall experience this way after trying it for a while.,36,213,support
R04519,Electric Kettle,Appliances,Mobile App,Kenya,4,Positive,My experience with electric kettle. I have been testing the electric kettle in normal day-to-day use. support responded quickly. I would describe the overall experience this way after trying it for a while.,33,206,support
R05265,Cloud Storage,Software,Mobile App,South Africa,2,Negative,The main issue with cloud storage. cloud storage has been part of my routine for a while. I had to repeat the same issue several times. I compared the experience with a couple of similar products.,36,196,support
R11587,Microwave Oven,Appliances,Marketplace,Canada,5,Positive,I was pleasantly surprised by microwave oven. I chose the microwave oven after comparing a few options. the payment process was simple. I would describe the overall experience this way after trying it for a while.,36,213,billing
R09998,Laptop Stand,Accessories,Email Survey,South Africa,1,Negative,"I am not satisfied with laptop stand. I chose the laptop stand after comparing a few options. I had to repeat the same issue several times. For occasional use it may be different, but this was my experience.",38,207,support
R00258,Hair Dryer,Beauty,Mobile App,Nigeria,1,Negative,I expected more from hair dryer. I bought the hair dryer for regular use. basic tasks require too many steps. I've used it several times before writing this review.,29,164,usability
R09143,Vacuum Cleaner,Home,Website,India,1,Negative,"Unfortunately, vacuum cleaner. The vacuum cleaner was purchased for a specific need. several important expectations were not met. I compared the experience with a couple of similar products.",28,190,expectations
R09082,Desk Lamp,Home,Marketplace,India,3,Neutral,I have mixed feelings about desk lamp. I have been testing the desk lamp in normal day-to-day use. some controls are obvious while others are not. The result may depend on how heavily you use it.,36,195,usability
R10330,Body Lotion,Beauty,Website,Nigeria,2,Negative,"Unfortunately, body lotion. The body lotion was purchased for a specific need. the build feels flimsy. For occasional use it may be different, but this was my experience.",28,170,quality
R11281,Air Fryer,Home,Marketplace,South Africa,4,Positive,I am satisfied with air fryer. The air fryer was purchased for a specific need. the feature set is practical. There were a few details that influenced my overall impression.,30,173,features
R11396,Photo Editor,Software,Website,Nigeria,5,Positive,The product has worked well for me; photo editor. The photo editor was purchased for a specific need. the materials seem durable. I have used it several times before writing this review.,32,186,quality
R03626,Keyboard,Accessories,Marketplace,India,4,Positive,I had a smooth experience with keyboard. I bought the keyboard for regular use. the interface feels intuitive. There were a few details that influenced my overall impression.,28,174,usability
R00703,Coffee Maker,Home,Marketplace,United Kingdom,5,Positive,My experience with coffee maker. I chose the coffee maker after comparing a few options. the experience was close to what I expected. I am basing this on my experience over the last few weeks.,35,192,expectations
R03190,Electric Kettle,Appliances,Email Survey,United States,3,Negative,I regret choosing electric kettle. I have been testing the electric kettle in normal day-to-day use. the package was delayed beyond the promised window. The result may depend on how heavily you use it.,34,201,delivery
R00504,USB Cable,Accessories,Email Survey,United States,3,Negative,"Unfortunately, usb cable. The usb cable was purchased for a specific need. the instructions left out important steps. The result may depend on how heavily you use it.",28,166,setup
R10575,Photo Editor,Software,Website,Nigeria,2,Negative,My experience with photo editor. I have been testing the photo editor in normal day-to-day use. the experience fell short of what was promised. There were a few details that influenced my overall impression.,34,207,expectations
R08157,Mini Fridge,Appliances,Website,United States,1,Negative,The main issue with mini fridge. I bought the mini fridge for regular use. I had trouble understanding the invoice. I have used it several times before writing this review.,30,172,billing
R07307,Power Bank,Electronics,Mobile App,Kenya,2,Negative,I am disappointed with power bank. I chose the power bank after comparing a few options. the package was delayed beyond the promised window. I am basing this on my experience over the last few weeks.,36,199,delivery
R02249,Cloud Storage,Software,Marketplace,United Kingdom,3,Neutral,It is an average experience with cloud storage. The cloud storage was purchased for a specific need. the feature set covers the basics. I would describe the overall experience this way after trying it for a while.,37,213,features
R00373,Vacuum Cleaner,Home,Website,South Africa,5,Positive,"After several weeks, vacuum cleaner. I bought the vacuum cleaner for regular use. the package arrived in good condition. I am basing this on my experience over the last few weeks.",31,179,delivery
R04053,Smart Watch,Electronics,Mobile App,Nigeria,3,Negative,I am disappointed with smart watch. I chose the smart watch after comparing a few options. several important expectations were not met. That is the part I noticed most during everyday use.,32,188,expectations
R03938,Phone Case,Accessories,Marketplace,Kenya,5,Positive,This has been a good purchase; phone case. phone case has been part of my routine for a while. the payment process was simple. I am basing this on my experience over the last few weeks.,36,185,billing
R11871,Coffee Maker,Home,Mobile App,United Kingdom,3,Negative,The main issue with coffee maker. I chose the coffee maker after comparing a few options. the charge was confusing. There were a few details that influenced my overall impression.,30,179,billing
R04077,Photo Editor,Software,Marketplace,Kenya,3,Neutral,My experience with photo editor. I bought the photo editor for regular use. the speed is fine for my normal use. That is the part I noticed most during everyday use.,31,165,performance
